subject	group	session	direction	congruency	acc	rt
HGK25	CON	1	left	incongruent	correct	0.680
HGK25	CON	1	right	congruent	correct	0.475
HGK25	CON	1	right	congruent	correct	0.479
HGK25	CON	1	right	incongruent	correct	0.610
HGK25	CON	1	left	congruent	correct	0.533
HGK25	CON	1	left	incongruent	correct	0.629
HGK25	CON	1	left	incongruent	correct	0.600
HGK25	CON	1	right	congruent	correct	0.588
HGK25	CON	1	right	incongruent	correct	0.615
HGK25	CON	1	left	congruent	correct	0.552
HGK25	CON	1	left	incongruent	correct	0.616
HGK25	CON	1	right	incongruent	correct	1.085
HGK25	CON	1	left	congruent	correct	0.529
HGK25	CON	1	right	congruent	correct	0.788
HGK25	CON	1	left	incongruent	correct	0.584
HGK25	CON	1	left	congruent	correct	0.595
HGK25	CON	1	right	incongruent	correct	0.565
HGK25	CON	1	right	congruent	correct	0.625
HGK25	CON	1	left	congruent	correct	0.503
HGK25	CON	1	right	congruent	correct	0.505
HGK25	CON	1	left	incongruent	correct	0.585
HGK25	CON	1	right	incongruent	correct	0.538
HG20	HG	2	left	incongruent	correct	0.681
HG20	HG	2	right	congruent	correct	0.549
HG20	HG	2	right	incongruent	correct	0.868
HG20	HG	2	left	congruent	correct	0.519
HG20	HG	2	right	incongruent	correct	0.624
HG20	HG	2	left	incongruent	correct	0.596
HG20	HG	2	left	congruent	correct	0.477
HG20	HG	2	right	congruent	correct	0.641
HG20	HG	2	left	incongruent	correct	0.342
HG20	HG	2	right	incongruent	correct	0.468
HG20	HG	2	right	congruent	correct	0.598
HG20	HG	2	left	congruent	correct	0.439
HG20	HG	2	right	incongruent	correct	0.576
HG20	HG	2	left	incongruent	correct	0.464
HG20	HG	2	left	congruent	correct	0.490
HG20	HG	2	right	congruent	correct	0.441
HG20	HG	2	left	congruent	correct	0.394
HG20	HG	2	left	incongruent	incorrect	0.418
HG20	HG	2	right	congruent	correct	0.735
HG20	HG	2	right	incongruent	correct	0.712
HG20	HG	2	right	congruent	correct	0.584
HG20	HG	2	left	incongruent	correct	0.459
HG20	HG	2	right	incongruent	correct	0.558
HG20	HG	2	left	congruent	correct	0.493
HG20	HG	2	right	incongruent	correct	0.856
HG20	HG	2	right	congruent	correct	0.822
HG20	HG	2	left	congruent	correct	0.449
HG20	HG	2	left	incongruent	correct	0.573
HG20	HG	2	right	congruent	correct	0.464
HG20	HG	2	left	congruent	correct	0.649
HG20	HG	2	left	incongruent	correct	0.429
HG20	HG	2	right	incongruent	correct	0.453
HG20	HG	2	right	incongruent	correct	0.490
HG20	HG	2	left	incongruent	correct	0.680
HG20	HG	2	right	congruent	correct	0.732
HG20	HG	2	left	congruent	correct	0.477
HG20	HG	2	right	congruent	correct	0.763
HG20	HG	2	left	congruent	correct	0.447
HG20	HG	2	left	incongruent	correct	0.658
HG20	HG	2	right	incongruent	correct	0.501
HG20	HG	2	right	congruent	incorrect	0.393
HG20	HG	2	left	incongruent	correct	0.631
HG20	HG	2	right	incongruent	correct	0.678
HG20	HG	2	left	congruent	correct	0.791
HG20	HG	2	right	congruent	correct	0.483
HG20	HG	2	left	congruent	correct	0.494
HG20	HG	2	left	incongruent	correct	0.593
HG20	HG	2	right	incongruent	correct	0.540
HG20	HG	2	left	congruent	correct	0.734
HG20	HG	2	right	congruent	correct	0.395
HG20	HG	2	right	incongruent	correct	0.515
HG20	HG	2	left	incongruent	correct	0.649
HG20	HG	2	left	incongruent	correct	0.536
HG20	HG	2	left	congruent	correct	0.496
HG20	HG	2	right	incongruent	correct	0.506
HG20	HG	2	right	congruent	correct	0.394
HG20	HG	2	right	incongruent	correct	0.530
HG20	HG	2	left	congruent	correct	0.479
HG20	HG	2	left	incongruent	correct	0.440
HG20	HG	2	right	congruent	correct	0.367
HG20	HG	2	left	congruent	correct	0.553
HG20	HG	2	right	congruent	correct	0.435
HG20	HG	2	right	incongruent	correct	0.590
HG20	HG	2	left	incongruent	correct	0.497
HG20	HG	2	left	congruent	correct	0.423
HG20	HG	2	left	incongruent	correct	0.542
HG20	HG	2	right	congruent	correct	0.435
HG20	HG	2	right	incongruent	correct	0.403
HG20	HG	2	right	incongruent	correct	0.424
HG20	HG	2	left	incongruent	correct	0.533
HG20	HG	2	right	congruent	correct	0.462
HG20	HG	2	left	congruent	correct	0.628
HG20	HG	2	right	congruent	correct	0.525
HG20	HG	2	right	incongruent	correct	0.533
HG20	HG	2	left	incongruent	correct	0.505
HG20	HG	2	left	congruent	incorrect	0.486
HG20	HG	2	right	congruent	correct	0.629
HG20	HG	2	left	congruent	correct	0.522
HG20	HG	2	right	incongruent	correct	0.759
HG20	HG	2	left	incongruent	correct	0.556
HG20	HG	2	left	congruent	correct	0.563
HG20	HG	2	left	incongruent	correct	0.577
HG20	HG	2	right	congruent	correct	0.440
HG20	HG	2	right	incongruent	correct	0.561
HG20	HG	2	right	congruent	correct	0.492
HG20	HG	2	left	congruent	correct	0.440
HG20	HG	2	right	incongruent	correct	0.456
HG20	HG	2	left	incongruent	correct	0.515
HG20	HG	2	left	congruent	correct	0.487
HG20	HG	2	left	incongruent	correct	0.636
HG20	HG	2	right	incongruent	correct	0.596
HG20	HG	2	right	congruent	correct	0.520
HG20	HG	2	left	incongruent	correct	0.502
HG20	HG	2	right	incongruent	correct	0.853
HG20	HG	2	left	congruent	correct	0.787
HG20	HG	2	right	congruent	correct	0.547
HGK04	CON	2	right	incongruent	correct	1.082
HGK04	CON	2	left	incongruent	correct	1.379
HGK04	CON	2	left	congruent	correct	0.985
HGK04	CON	2	right	congruent	correct	0.809
HGK04	CON	2	right	congruent	correct	0.726
HGK04	CON	2	left	incongruent	correct	1.366
HGK04	CON	2	left	congruent	correct	0.772
HGK04	CON	2	right	incongruent	correct	1.375
HGK04	CON	2	left	congruent	correct	0.740
HGK04	CON	2	right	congruent	correct	0.744
HGK04	CON	2	left	incongruent	correct	0.901
HGK04	CON	2	right	incongruent	correct	0.886
HGK04	CON	2	right	congruent	correct	0.784
HGK04	CON	2	left	congruent	correct	0.614
HGK04	CON	2	left	incongruent	correct	1.465
HGK04	CON	2	right	incongruent	correct	1.359
HGK04	CON	2	right	incongruent	correct	1.209
HGK04	CON	2	left	incongruent	correct	1.195
HGK04	CON	2	left	congruent	correct	0.890
HGK04	CON	2	right	congruent	correct	0.673
HGK04	CON	2	left	congruent	correct	0.632
HGK04	CON	2	left	incongruent	correct	1.146
HGK04	CON	2	right	incongruent	correct	1.427
HGK04	CON	2	right	congruent	correct	1.086
HGK04	CON	2	right	incongruent	correct	0.928
HGK04	CON	2	left	congruent	correct	0.610
HGK04	CON	2	right	congruent	correct	0.664
HGK04	CON	2	left	incongruent	correct	0.844
HGK04	CON	2	left	congruent	correct	0.704
HGK04	CON	2	right	incongruent	timeout	0.000
HGK04	CON	2	left	incongruent	correct	0.846
HGK04	CON	2	right	congruent	correct	0.776
HGK04	CON	2	right	incongruent	correct	1.418
HGK04	CON	2	left	congruent	correct	0.639
HGK04	CON	2	right	congruent	correct	0.717
HGK04	CON	2	left	incongruent	correct	1.282
HGK04	CON	2	right	incongruent	correct	0.988
HGK04	CON	2	left	congruent	correct	0.736
HGK04	CON	2	right	congruent	correct	0.636
HGK04	CON	2	left	incongruent	correct	1.007
HGK04	CON	2	right	incongruent	correct	1.496
HGK04	CON	2	left	incongruent	correct	1.571
HGK04	CON	2	right	congruent	correct	0.983
HGK04	CON	2	left	congruent	correct	0.875
HGK04	CON	2	left	congruent	correct	0.587
HGK04	CON	2	left	incongruent	correct	0.990
HGK04	CON	2	right	incongruent	correct	1.023
HGK04	CON	2	right	congruent	correct	0.609
HGK04	CON	2	left	incongruent	correct	1.025
HGK04	CON	2	left	congruent	correct	0.746
HGK04	CON	2	right	incongruent	correct	1.032
HGK04	CON	2	right	congruent	correct	0.797
HGK04	CON	2	right	incongruent	correct	1.001
HGK04	CON	2	left	congruent	correct	0.866
HGK04	CON	2	left	incongruent	correct	1.252
HGK04	CON	2	right	congruent	correct	0.582
HGK04	CON	2	left	congruent	correct	0.796
HGK04	CON	2	right	congruent	correct	0.640
HGK04	CON	2	left	incongruent	correct	1.304
HGK04	CON	2	right	incongruent	correct	1.181
HGK04	CON	2	left	congruent	correct	0.658
HGK04	CON	2	right	congruent	correct	0.553
HGK04	CON	2	right	incongruent	correct	1.104
HGK04	CON	2	left	incongruent	correct	1.215
HGK04	CON	2	right	congruent	correct	0.746
HGK04	CON	2	left	incongruent	correct	1.327
HGK04	CON	2	left	congruent	correct	0.772
HGK04	CON	2	right	incongruent	correct	1.789
HGK04	CON	2	left	incongruent	correct	1.348
HGK04	CON	2	left	congruent	correct	0.800
HGK04	CON	2	right	incongruent	correct	0.766
HGK04	CON	2	right	congruent	correct	0.625
HGK04	CON	2	left	congruent	correct	0.697
HGK04	CON	2	left	incongruent	correct	1.818
HGK04	CON	2	right	congruent	correct	0.814
HGK04	CON	2	right	incongruent	correct	1.725
HGK04	CON	2	left	congruent	correct	0.674
HGK04	CON	2	right	incongruent	correct	0.862
HGK04	CON	2	right	congruent	correct	0.669
HGK04	CON	2	left	incongruent	correct	1.270
HGK04	CON	2	right	incongruent	correct	1.252
HGK04	CON	2	left	incongruent	correct	0.949
HGK04	CON	2	right	congruent	correct	0.640
HGK04	CON	2	left	congruent	correct	0.676
HGK04	CON	2	right	congruent	correct	0.637
HGK04	CON	2	right	incongruent	correct	1.142
HGK04	CON	2	left	incongruent	correct	1.596
HGK04	CON	2	left	congruent	correct	1.082
HGK04	CON	2	left	incongruent	correct	0.899
HGK04	CON	2	left	congruent	correct	0.652
HGK04	CON	2	right	congruent	correct	0.757
HGK04	CON	2	right	incongruent	correct	1.327
HGK04	CON	2	left	congruent	correct	0.594
HGK04	CON	2	right	congruent	correct	0.657
HGK04	CON	2	right	incongruent	correct	1.066
HGK04	CON	2	left	incongruent	correct	1.053
HGK17	CON	2	right	congruent	correct	0.519
HGK17	CON	2	left	incongruent	correct	0.516
HGK17	CON	2	right	incongruent	correct	0.596
HGK17	CON	2	left	congruent	correct	0.440
HGK17	CON	2	right	incongruent	correct	0.694
HGK17	CON	2	left	incongruent	correct	0.651
HGK17	CON	2	left	congruent	correct	0.509
HGK17	CON	2	right	congruent	correct	0.491
HGK17	CON	2	left	incongruent	correct	0.515
HGK17	CON	2	left	congruent	correct	0.482
HGK17	CON	2	right	incongruent	correct	0.643
HGK17	CON	2	right	congruent	correct	0.495
HGK17	CON	2	right	incongruent	correct	0.571
HGK17	CON	2	right	congruent	correct	0.699
HGK17	CON	2	left	congruent	correct	0.528
HGK17	CON	2	left	incongruent	incorrect	0.367
HGK17	CON	2	left	congruent	correct	0.441
HGK17	CON	2	left	incongruent	timeout	0.000
HGK17	CON	2	right	congruent	correct	0.635
HGK17	CON	2	right	incongruent	correct	0.630
HGK17	CON	2	left	congruent	correct	0.370
HGK17	CON	2	left	incongruent	correct	0.564
HGK17	CON	2	right	congruent	correct	0.453
HGK17	CON	2	right	incongruent	correct	0.576
HGK17	CON	2	right	incongruent	correct	0.548
HGK17	CON	2	right	congruent	correct	0.591
HGK17	CON	2	left	incongruent	correct	0.586
HGK17	CON	2	left	congruent	correct	0.434
HGK17	CON	2	right	congruent	correct	0.509
HGK17	CON	2	left	incongruent	correct	0.521
HGK17	CON	2	right	incongruent	correct	0.862
HGK17	CON	2	left	congruent	correct	0.507
HGK17	CON	2	left	incongruent	correct	0.600
HGK17	CON	2	right	incongruent	correct	0.563
HGK17	CON	2	right	congruent	correct	0.502
HGK17	CON	2	left	congruent	correct	0.606
HGK17	CON	2	right	congruent	correct	0.550
HGK17	CON	2	left	congruent	correct	0.376
HGK17	CON	2	right	incongruent	correct	0.551
HGK17	CON	2	left	incongruent	correct	0.402
HGK17	CON	2	right	incongruent	correct	0.621
HGK17	CON	2	left	congruent	correct	0.357
HGK17	CON	2	left	incongruent	incorrect	0.341
HGK17	CON	2	right	congruent	correct	0.573
HGK17	CON	2	left	congruent	correct	0.410
HGK17	CON	2	right	incongruent	correct	0.605
HGK17	CON	2	left	incongruent	correct	0.516
HGK17	CON	2	right	congruent	correct	0.598
HGK17	CON	2	right	incongruent	correct	0.725
HGK17	CON	2	left	incongruent	correct	0.557
HGK17	CON	2	right	congruent	correct	0.504
HGK17	CON	2	left	congruent	correct	0.523
HGK17	CON	2	right	congruent	correct	0.474
HGK17	CON	2	left	incongruent	correct	0.624
HGK17	CON	2	left	congruent	correct	0.487
HGK17	CON	2	right	incongruent	correct	0.715
HGK17	CON	2	right	congruent	correct	0.572
HGK17	CON	2	right	incongruent	correct	0.651
HGK17	CON	2	left	incongruent	correct	0.553
HGK17	CON	2	left	congruent	correct	0.506
HGK17	CON	2	right	incongruent	correct	0.489
HGK17	CON	2	left	incongruent	correct	0.563
HGK17	CON	2	left	congruent	correct	0.544
HGK17	CON	2	right	congruent	correct	0.574
HGK17	CON	2	left	congruent	correct	0.594
HGK17	CON	2	right	congruent	correct	0.439
HGK17	CON	2	right	incongruent	correct	0.528
HGK17	CON	2	left	incongruent	correct	0.744
HGK17	CON	2	left	incongruent	correct	0.605
HGK17	CON	2	right	congruent	correct	0.501
HGK17	CON	2	right	incongruent	correct	0.879
HGK17	CON	2	left	congruent	correct	0.416
HGK17	CON	2	right	congruent	correct	0.547
HGK17	CON	2	left	congruent	correct	0.440
HGK17	CON	2	right	incongruent	correct	0.516
HGK17	CON	2	left	incongruent	correct	0.967
HGK17	CON	2	left	congruent	correct	0.516
HGK17	CON	2	right	congruent	correct	0.524
HGK17	CON	2	left	incongruent	correct	0.553
HGK17	CON	2	right	incongruent	correct	1.262
HGK17	CON	2	right	congruent	correct	0.441
HGK17	CON	2	left	congruent	correct	0.875
HGK17	CON	2	right	incongruent	correct	0.632
HGK17	CON	2	left	incongruent	correct	0.672
HGK17	CON	2	left	incongruent	correct	0.916
HGK17	CON	2	right	congruent	correct	0.621
HGK17	CON	2	right	incongruent	correct	1.233
HGK17	CON	2	left	congruent	correct	0.641
HGK17	CON	2	left	incongruent	correct	0.852
HGK17	CON	2	right	incongruent	correct	1.040
HGK17	CON	2	right	congruent	correct	0.503
HGK17	CON	2	left	congruent	correct	0.675
HGK17	CON	2	right	congruent	correct	0.478
HGK17	CON	2	left	incongruent	correct	0.508
HGK17	CON	2	left	congruent	correct	0.496
HGK17	CON	2	right	incongruent	correct	0.523
HG02	HG	2	right	incongruent	correct	1.132
HG02	HG	2	right	congruent	correct	0.615
HG02	HG	2	left	congruent	correct	0.553
HG02	HG	2	left	incongruent	correct	1.093
HG02	HG	2	right	incongruent	correct	0.704
HG02	HG	2	left	incongruent	correct	0.964
HG02	HG	2	right	congruent	correct	0.656
HG02	HG	2	left	congruent	correct	0.487
HG02	HG	2	left	congruent	correct	0.504
HG02	HG	2	left	incongruent	correct	0.677
HG02	HG	2	right	congruent	correct	0.763
HG02	HG	2	right	incongruent	correct	0.955
HG02	HG	2	left	congruent	correct	0.502
HG02	HG	2	left	incongruent	correct	0.745
HG02	HG	2	right	incongruent	correct	0.800
HG02	HG	2	right	congruent	correct	0.574
HG02	HG	2	left	congruent	correct	0.502
HG02	HG	2	left	incongruent	correct	0.986
HG02	HG	2	right	congruent	correct	0.581
HG02	HG	2	right	incongruent	correct	0.644
HG02	HG	2	right	congruent	correct	0.777
HG02	HG	2	left	congruent	correct	0.437
HG02	HG	2	left	incongruent	correct	1.173
HG02	HG	2	right	incongruent	correct	0.678
HG02	HG	2	right	incongruent	correct	0.797
HG02	HG	2	left	incongruent	correct	0.884
HG02	HG	2	left	congruent	correct	0.381
HG02	HG	2	right	congruent	correct	0.497
HG02	HG	2	right	incongruent	correct	0.796
HG02	HG	2	left	congruent	correct	0.518
HG02	HG	2	right	congruent	correct	0.595
HG02	HG	2	left	incongruent	correct	0.718
HG02	HG	2	left	congruent	correct	0.500
HG02	HG	2	left	incongruent	correct	0.897
HG02	HG	2	right	congruent	correct	0.607
HG02	HG	2	right	incongruent	correct	1.596
HG02	HG	2	right	congruent	correct	0.639
HG02	HG	2	left	incongruent	correct	0.695
HG02	HG	2	right	incongruent	correct	0.867
HG02	HG	2	left	congruent	correct	0.489
HG02	HG	2	right	incongruent	correct	0.843
HG02	HG	2	left	incongruent	correct	0.458
HG02	HG	2	right	congruent	correct	0.494
HG02	HG	2	left	congruent	correct	0.442
HG02	HG	2	right	incongruent	correct	0.757
HG02	HG	2	left	congruent	correct	0.454
HG02	HG	2	left	incongruent	correct	0.672
HG02	HG	2	right	congruent	correct	0.596
HG02	HG	2	left	incongruent	correct	1.283
HG02	HG	2	right	congruent	correct	0.794
HG02	HG	2	left	congruent	correct	0.555
HG02	HG	2	right	incongruent	correct	0.864
HG02	HG	2	left	congruent	correct	0.546
HG02	HG	2	right	incongruent	correct	0.915
HG02	HG	2	right	congruent	correct	0.657
HG02	HG	2	left	incongruent	correct	1.114
HG02	HG	2	right	congruent	correct	0.812
HG02	HG	2	left	congruent	correct	0.536
HG02	HG	2	left	incongruent	correct	0.714
HG02	HG	2	right	incongruent	correct	0.772
HG02	HG	2	left	incongruent	correct	0.562
HG02	HG	2	right	incongruent	correct	0.604
HG02	HG	2	right	congruent	correct	0.723
HG02	HG	2	left	congruent	correct	0.513
HG02	HG	2	left	congruent	correct	0.522
HG02	HG	2	right	congruent	correct	0.643
HG02	HG	2	left	incongruent	correct	1.141
HG02	HG	2	right	incongruent	correct	0.750
HG02	HG	2	left	incongruent	correct	0.639
HG02	HG	2	left	congruent	correct	0.534
HG02	HG	2	right	congruent	correct	0.601
HG02	HG	2	right	incongruent	correct	0.960
HG02	HG	2	left	congruent	correct	0.524
HG02	HG	2	right	congruent	correct	0.566
HG02	HG	2	right	incongruent	correct	0.755
HG02	HG	2	left	incongruent	correct	1.739
HG02	HG	2	right	incongruent	timeout	0.000
HG02	HG	2	left	incongruent	correct	1.444
HG02	HG	2	left	congruent	correct	0.616
HG02	HG	2	right	congruent	correct	0.616
HG02	HG	2	left	incongruent	correct	1.124
HG02	HG	2	right	incongruent	correct	0.925
HG02	HG	2	right	congruent	correct	0.549
HG02	HG	2	left	congruent	correct	0.598
HG02	HG	2	right	incongruent	correct	0.955
HG02	HG	2	right	congruent	correct	0.927
HG02	HG	2	left	incongruent	correct	0.841
HG02	HG	2	left	congruent	correct	0.592
HG02	HG	2	left	incongruent	correct	0.863
HG02	HG	2	right	congruent	correct	0.649
HG02	HG	2	right	incongruent	correct	0.997
HG02	HG	2	left	congruent	correct	0.535
HG02	HG	2	right	incongruent	correct	0.857
HG02	HG	2	left	incongruent	correct	1.102
HG02	HG	2	right	congruent	correct	0.713
HG02	HG	2	left	congruent	correct	0.513
HG09	HG	1	right	congruent	correct	1.132
HG09	HG	1	left	incongruent	correct	1.069
HG09	HG	1	left	congruent	correct	0.847
HG09	HG	1	right	incongruent	correct	0.865
HG09	HG	1	left	congruent	correct	1.129
HG09	HG	1	right	incongruent	correct	0.751
HG09	HG	1	left	incongruent	correct	0.890
HG09	HG	1	right	congruent	correct	0.844
HG09	HG	1	right	congruent	correct	0.722
HG09	HG	1	left	incongruent	correct	0.802
HG09	HG	1	left	congruent	correct	0.874
HG09	HG	1	right	incongruent	correct	0.694
HG09	HG	1	left	incongruent	correct	0.719
HG09	HG	1	right	incongruent	correct	0.610
HG09	HG	1	left	congruent	correct	0.754
HG09	HG	1	right	congruent	correct	0.681
HG09	HG	1	left	incongruent	correct	0.663
HG09	HG	1	right	incongruent	correct	0.575
HG09	HG	1	left	congruent	correct	1.015
HG09	HG	1	right	congruent	correct	1.008
HG09	HG	1	right	incongruent	correct	0.849
HG09	HG	1	left	congruent	correct	0.821
HG09	HG	1	right	congruent	correct	0.592
HG09	HG	1	left	incongruent	correct	0.981
HG09	HG	1	left	incongruent	correct	1.389
HG09	HG	1	left	congruent	correct	1.304
HG09	HG	1	right	congruent	correct	1.101
HG09	HG	1	right	incongruent	correct	0.983
HG09	HG	1	left	incongruent	correct	1.324
HG09	HG	1	left	congruent	correct	0.907
HG09	HG	1	right	incongruent	correct	0.779
HG09	HG	1	right	congruent	correct	0.732
HG09	HG	1	right	congruent	correct	0.640
HG09	HG	1	right	incongruent	correct	0.680
HG09	HG	1	left	incongruent	correct	0.761
HG09	HG	1	left	congruent	correct	0.530
HG09	HG	1	left	incongruent	correct	0.841
HG09	HG	1	right	incongruent	correct	0.679
HG09	HG	1	right	congruent	correct	0.680
HG09	HG	1	left	congruent	correct	0.861
HG09	HG	1	right	congruent	correct	0.643
HG09	HG	1	right	incongruent	correct	0.887
HG09	HG	1	left	congruent	correct	0.838
HG09	HG	1	left	incongruent	correct	0.805
HG09	HG	1	left	incongruent	correct	1.032
HG09	HG	1	right	incongruent	correct	1.372
HG09	HG	1	right	congruent	correct	0.733
HG09	HG	1	left	congruent	correct	0.983
HG09	HG	1	right	congruent	correct	0.742
HG09	HG	1	left	congruent	correct	0.874
HG09	HG	1	right	incongruent	correct	0.823
HG09	HG	1	left	incongruent	correct	1.048
HG09	HG	1	left	congruent	correct	0.792
HG09	HG	1	left	incongruent	correct	0.936
HG09	HG	1	right	congruent	correct	0.948
HG09	HG	1	right	incongruent	correct	0.776
HG09	HG	1	left	incongruent	correct	1.407
HG09	HG	1	right	incongruent	correct	0.784
HG09	HG	1	left	congruent	correct	1.098
HG09	HG	1	right	congruent	correct	0.853
HG09	HG	1	left	incongruent	correct	0.759
HG09	HG	1	left	congruent	correct	1.026
HG09	HG	1	right	congruent	correct	0.687
HG09	HG	1	right	incongruent	correct	0.715
HG09	HG	1	left	incongruent	correct	0.916
HG09	HG	1	right	incongruent	correct	1.690
HG09	HG	1	left	congruent	correct	1.235
HG09	HG	1	right	congruent	correct	0.807
HG09	HG	1	right	congruent	correct	0.621
HG09	HG	1	left	incongruent	correct	1.004
HG09	HG	1	left	congruent	correct	1.087
HG09	HG	1	right	incongruent	correct	0.973
HG09	HG	1	left	congruent	correct	0.916
