subject	group	session	direction	congruency	acc	rt
HGK25	CON	2	right	incongruent	correct	0.711
HGK25	CON	2	left	congruent	correct	0.445
HGK25	CON	2	left	incongruent	correct	0.776
HGK25	CON	2	left	congruent	correct	0.499
HGK25	CON	2	right	incongruent	correct	0.604
HGK25	CON	2	right	congruent	correct	0.563
HGK25	CON	2	left	congruent	correct	0.501
HGK25	CON	2	right	incongruent	correct	0.580
HGK25	CON	2	left	incongruent	correct	0.811
HGK25	CON	2	right	congruent	correct	0.481
HGK25	CON	2	right	congruent	correct	0.634
HGK25	CON	2	left	incongruent	correct	0.561
HGK25	CON	2	left	congruent	correct	0.708
HGK25	CON	2	right	incongruent	correct	0.553
HGK25	CON	2	left	incongruent	correct	0.808
HGK25	CON	2	left	congruent	correct	0.641
HGK25	CON	2	right	congruent	correct	0.590
HGK25	CON	2	right	incongruent	correct	0.616
HGK25	CON	2	left	incongruent	correct	0.551
HGK25	CON	2	right	congruent	correct	0.530
HGK25	CON	2	left	congruent	correct	0.487
HGK25	CON	2	right	incongruent	correct	0.541
HGK25	CON	2	right	incongruent	correct	0.837
HGK25	CON	2	left	congruent	correct	0.494
HGK25	CON	2	left	incongruent	correct	0.668
HGK25	CON	2	right	congruent	correct	0.509
HGK25	CON	2	right	congruent	correct	0.500
HGK25	CON	2	left	congruent	correct	0.735
HGK25	CON	2	right	incongruent	correct	0.591
HGK25	CON	2	left	incongruent	correct	0.499
HGK25	CON	2	right	incongruent	correct	0.528
HGK25	CON	2	left	congruent	correct	0.508
HGK25	CON	2	left	incongruent	correct	0.628
HGK25	CON	2	right	congruent	correct	0.503
HGK25	CON	2	left	congruent	correct	0.520
HGK25	CON	2	left	incongruent	correct	0.721
HGK25	CON	2	right	congruent	correct	0.476
HGK25	CON	2	right	incongruent	correct	0.576
HGK25	CON	2	right	congruent	correct	0.527
HGK25	CON	2	right	incongruent	correct	0.668
HGK25	CON	2	left	congruent	correct	0.713
HGK25	CON	2	left	incongruent	correct	0.725
HGK25	CON	2	left	incongruent	correct	0.571
HGK25	CON	2	right	congruent	correct	0.608
HGK25	CON	2	left	congruent	correct	0.561
HGK25	CON	2	right	incongruent	correct	0.644
HGK21	CON	1	left	incongruent	correct	1.514
HGK21	CON	1	right	congruent	correct	0.773
HGK21	CON	1	right	incongruent	incorrect	0.472
HGK21	CON	1	left	congruent	correct	0.536
HGK21	CON	1	left	congruent	correct	0.553
HGK21	CON	1	right	congruent	correct	0.368
HGK21	CON	1	right	incongruent	correct	0.734
HGK21	CON	1	left	incongruent	incorrect	0.678
HGK21	CON	1	right	incongruent	correct	0.938
HGK21	CON	1	right	congruent	correct	0.609
HGK21	CON	1	left	incongruent	correct	0.619
HGK21	CON	1	left	congruent	correct	0.461
HGK21	CON	1	left	congruent	correct	0.370
HGK21	CON	1	right	congruent	correct	0.498
HGK21	CON	1	left	incongruent	correct	0.512
HGK21	CON	1	right	incongruent	correct	0.856
HGK21	CON	1	right	congruent	correct	0.409
HGK21	CON	1	left	incongruent	correct	0.913
HGK21	CON	1	right	incongruent	correct	0.757
HGK21	CON	1	left	congruent	correct	0.477
HGK21	CON	1	right	incongruent	correct	1.008
HGK21	CON	1	right	congruent	correct	0.695
HGK21	CON	1	left	incongruent	correct	0.684
HGK21	CON	1	left	congruent	correct	0.395
HGK21	CON	1	right	congruent	correct	0.608
HGK21	CON	1	right	incongruent	correct	0.812
HGK21	CON	1	left	congruent	correct	0.554
HGK21	CON	1	left	incongruent	incorrect	0.415
HGK21	CON	1	right	incongruent	incorrect	0.673
HGK21	CON	1	right	congruent	correct	0.452
HGK21	CON	1	left	congruent	correct	0.528
HGK21	CON	1	left	incongruent	correct	0.734
HGK21	CON	1	left	incongruent	correct	0.520
HGK21	CON	1	right	congruent	correct	0.594
HGK21	CON	1	left	congruent	correct	0.523
HGK21	CON	1	right	incongruent	correct	0.573
HGK21	CON	1	left	congruent	correct	0.477
HGK21	CON	1	right	congruent	correct	0.618
HGK21	CON	1	left	incongruent	correct	0.554
HGK21	CON	1	right	incongruent	correct	0.798
HGK21	CON	1	right	congruent	correct	0.519
HGK21	CON	1	left	congruent	correct	0.490
HGK21	CON	1	left	incongruent	incorrect	0.785
HGK21	CON	1	right	incongruent	correct	0.919
HGK21	CON	1	right	congruent	correct	0.555
HGK21	CON	1	right	incongruent	correct	0.716
HGK21	CON	1	left	congruent	correct	0.436
HGK21	CON	1	left	incongruent	correct	0.814
HGK21	CON	1	right	incongruent	correct	0.785
HGK21	CON	1	left	incongruent	correct	0.784
HGK21	CON	1	right	congruent	correct	0.756
HGK21	CON	1	left	congruent	correct	0.536
HGK21	CON	1	right	incongruent	correct	0.932
HGK21	CON	1	right	congruent	correct	0.619
HGK21	CON	1	left	congruent	correct	0.567
HGK21	CON	1	left	incongruent	incorrect	1.151
HGK21	CON	1	right	congruent	correct	0.562
HGK21	CON	1	left	congruent	correct	0.492
HGK21	CON	1	right	incongruent	correct	0.596
HGK21	CON	1	left	incongruent	correct	0.823
HGK21	CON	1	left	incongruent	correct	0.619
HGK21	CON	1	right	incongruent	correct	0.637
HGK21	CON	1	left	congruent	correct	0.471
HGK21	CON	1	right	congruent	correct	0.775
HGK21	CON	1	left	incongruent	correct	0.969
HGK21	CON	1	right	congruent	correct	0.824
HGK21	CON	1	left	congruent	correct	0.512
HGK21	CON	1	right	incongruent	correct	0.636
HGK21	CON	1	left	congruent	correct	0.593
HGK21	CON	1	right	congruent	correct	0.700
HGK21	CON	1	left	incongruent	correct	0.852
HGK21	CON	1	right	incongruent	correct	0.683
HGK21	CON	1	right	incongruent	correct	0.778
HGK21	CON	1	left	incongruent	correct	0.724
HGK21	CON	1	left	congruent	correct	0.624
HGK21	CON	1	right	congruent	correct	0.529
HGK21	CON	1	left	incongruent	correct	0.795
HGK21	CON	1	right	incongruent	correct	1.073
HGK21	CON	1	left	congruent	correct	0.431
HGK21	CON	1	right	congruent	correct	0.438
HGK21	CON	1	right	incongruent	correct	0.720
HGK21	CON	1	left	congruent	correct	0.570
HGK21	CON	1	right	congruent	correct	0.629
HGK21	CON	1	left	incongruent	correct	0.737
HGK21	CON	1	left	incongruent	correct	0.726
HGK21	CON	1	right	congruent	correct	0.694
HGK21	CON	1	left	congruent	correct	0.745
HGK21	CON	1	right	incongruent	correct	0.842
HGK21	CON	1	left	incongruent	correct	1.326
HGK21	CON	1	left	congruent	correct	0.591
HGK21	CON	1	right	congruent	correct	0.774
HGK21	CON	1	right	incongruent	correct	0.746
HGK21	CON	1	left	congruent	correct	0.505
HGK21	CON	1	left	incongruent	correct	1.539
HGK21	CON	1	right	incongruent	correct	1.058
HGK21	CON	1	right	congruent	correct	0.539
HGK12	CON	1	right	congruent	timeout	0.000
HGK12	CON	1	right	incongruent	correct	1.281
HGK12	CON	1	left	incongruent	correct	0.841
HGK12	CON	1	left	congruent	correct	0.569
HGK12	CON	1	left	incongruent	correct	0.678
HGK12	CON	1	left	congruent	correct	0.551
HGK12	CON	1	right	incongruent	correct	0.477
HGK12	CON	1	right	congruent	correct	0.489
HGK12	CON	1	left	congruent	correct	0.605
HGK12	CON	1	right	congruent	correct	0.558
HGK12	CON	1	right	incongruent	correct	0.566
HGK12	CON	1	left	incongruent	incorrect	0.580
HGK12	CON	1	left	congruent	correct	0.644
HGK12	CON	1	right	incongruent	correct	0.575
HGK12	CON	1	right	congruent	correct	0.533
HGK12	CON	1	left	incongruent	correct	0.644
HGK12	CON	1	right	incongruent	correct	0.648
HGK12	CON	1	left	incongruent	correct	0.634
HGK12	CON	1	right	congruent	correct	0.646
HGK12	CON	1	left	congruent	correct	0.620
HGK12	CON	1	left	congruent	correct	0.950
HGK12	CON	1	right	incongruent	correct	0.879
HGK12	CON	1	left	incongruent	correct	0.597
HGK12	CON	1	right	congruent	correct	0.951
HGK12	CON	1	right	congruent	correct	0.900
HGK12	CON	1	left	incongruent	correct	0.868
HGK12	CON	1	right	incongruent	correct	0.612
HGK12	CON	1	left	congruent	correct	0.724
HGK12	CON	1	right	congruent	correct	0.488
HGK12	CON	1	left	incongruent	correct	0.675
HGK12	CON	1	right	incongruent	incorrect	1.471
HGK12	CON	1	left	congruent	correct	1.946
HGK12	CON	1	left	congruent	correct	0.896
HGK12	CON	1	right	incongruent	correct	1.195
HGK12	CON	1	left	incongruent	correct	0.797
HGK12	CON	1	right	congruent	correct	0.674
HGK12	CON	1	left	congruent	correct	0.586
HGK12	CON	1	right	incongruent	correct	0.651
HGK12	CON	1	right	congruent	correct	0.711
HGK12	CON	1	left	incongruent	correct	0.799
HGK12	CON	1	left	congruent	correct	0.828
HGK12	CON	1	left	incongruent	correct	0.897
HGK12	CON	1	right	congruent	correct	0.592
HGK12	CON	1	right	incongruent	correct	0.543
HGK12	CON	1	right	congruent	correct	0.517
HGK12	CON	1	left	congruent	correct	0.604
HGK12	CON	1	right	incongruent	correct	0.623
HGK12	CON	1	left	incongruent	correct	0.497
HGK12	CON	1	right	congruent	correct	0.887
HGK12	CON	1	left	congruent	correct	0.575
HGK12	CON	1	right	incongruent	correct	0.595
HGK12	CON	1	left	incongruent	correct	0.608
HGK12	CON	1	right	incongruent	correct	0.587
HGK12	CON	1	left	congruent	correct	0.549
HGK12	CON	1	right	congruent	correct	0.645
HGK12	CON	1	left	incongruent	correct	0.524
HGK12	CON	1	right	incongruent	correct	0.690
HGK12	CON	1	left	congruent	correct	0.638
HGK12	CON	1	left	incongruent	correct	0.553
HGK12	CON	1	right	congruent	correct	0.779
HGK12	CON	1	right	congruent	correct	0.794
HGK12	CON	1	left	congruent	correct	0.742
HGK12	CON	1	right	incongruent	correct	0.547
HGK12	CON	1	left	incongruent	incorrect	0.745
HGK12	CON	1	left	incongruent	incorrect	0.653
HGK12	CON	1	left	congruent	incorrect	0.656
HGK12	CON	1	right	congruent	incorrect	0.787
HGK12	CON	1	right	incongruent	correct	0.709
HGK12	CON	1	left	incongruent	correct	0.687
HGK12	CON	1	left	congruent	correct	0.531
HGK12	CON	1	right	congruent	correct	0.599
HGK12	CON	1	right	incongruent	correct	0.561
HGK12	CON	1	left	congruent	incorrect	1.286
HGK12	CON	1	right	congruent	correct	1.006
HGK12	CON	1	left	incongruent	correct	0.594
HGK12	CON	1	right	incongruent	correct	0.577
HGK12	CON	1	right	congruent	correct	0.462
HGK12	CON	1	right	incongruent	correct	0.649
HGK12	CON	1	left	congruent	correct	0.519
HGK12	CON	1	left	incongruent	correct	0.803
HGK12	CON	1	left	incongruent	correct	1.007
HGK12	CON	1	right	congruent	correct	0.641
HGK12	CON	1	right	incongruent	correct	0.555
HGK12	CON	1	left	congruent	correct	0.499
HGK12	CON	1	left	incongruent	correct	0.712
HGK12	CON	1	left	congruent	correct	0.640
HGK12	CON	1	right	congruent	correct	0.569
HGK12	CON	1	right	incongruent	correct	0.778
HGK12	CON	1	left	incongruent	incorrect	0.817
HGK12	CON	1	right	incongruent	correct	0.603
HGK12	CON	1	right	congruent	correct	0.598
HGK12	CON	1	left	congruent	correct	0.694
HGK12	CON	1	right	congruent	correct	0.545
HGK12	CON	1	left	congruent	correct	0.398
HGK12	CON	1	left	incongruent	correct	0.479
HGK12	CON	1	right	incongruent	correct	0.665
HG05	HG	1	left	congruent	correct	0.933
HG05	HG	1	left	incongruent	incorrect	0.597
HG05	HG	1	right	incongruent	timeout	0.000
HG05	HG	1	right	congruent	incorrect	0.066
HG05	HG	1	left	incongruent	correct	0.790
HG05	HG	1	left	congruent	incorrect	0.696
HG05	HG	1	right	incongruent	correct	1.271
HG05	HG	1	right	congruent	correct	0.628
HG05	HG	1	right	incongruent	correct	0.830
HG05	HG	1	left	incongruent	correct	1.085
HG05	HG	1	left	congruent	correct	0.516
HG05	HG	1	right	congruent	correct	0.531
HG05	HG	1	left	incongruent	correct	0.597
HG05	HG	1	left	congruent	correct	0.453
HG05	HG	1	right	incongruent	correct	0.671
HG05	HG	1	right	congruent	correct	0.542
HG05	HG	1	right	congruent	correct	0.506
HG05	HG	1	left	congruent	correct	0.697
HG05	HG	1	right	incongruent	correct	0.896
HG05	HG	1	left	incongruent	correct	0.574
HG05	HG	1	left	congruent	correct	0.579
HG05	HG	1	right	congruent	correct	0.401
HG05	HG	1	left	incongruent	correct	0.439
HG05	HG	1	right	incongruent	incorrect	0.490
HG05	HG	1	left	incongruent	correct	0.678
HG05	HG	1	left	congruent	correct	0.516
HG05	HG	1	right	incongruent	correct	0.602
HG05	HG	1	right	congruent	correct	0.468
HG05	HG	1	left	incongruent	correct	0.620
HG05	HG	1	right	incongruent	correct	0.591
HG05	HG	1	right	congruent	correct	0.534
HG05	HG	1	left	congruent	correct	0.469
HG05	HG	1	left	congruent	correct	0.528
HG05	HG	1	right	incongruent	correct	0.577
HG05	HG	1	left	incongruent	correct	0.612
HG05	HG	1	right	congruent	correct	0.413
HG05	HG	1	left	incongruent	correct	0.579
HG05	HG	1	right	incongruent	correct	0.599
HG05	HG	1	right	congruent	correct	0.595
HG05	HG	1	left	congruent	correct	0.510
HG05	HG	1	left	congruent	correct	0.472
HG05	HG	1	left	incongruent	incorrect	0.530
HG05	HG	1	right	congruent	correct	0.640
HG05	HG	1	right	incongruent	incorrect	0.502
HG05	HG	1	right	incongruent	correct	0.862
HG05	HG	1	right	congruent	correct	0.551
HG05	HG	1	left	congruent	correct	0.496
HG05	HG	1	left	incongruent	correct	0.786
HG05	HG	1	left	congruent	correct	0.635
HG05	HG	1	left	incongruent	correct	0.685
HG05	HG	1	right	incongruent	correct	0.909
HG05	HG	1	right	congruent	correct	0.548
HG05	HG	1	right	incongruent	correct	0.606
HG05	HG	1	left	incongruent	correct	0.635
HG05	HG	1	left	congruent	correct	0.509
HG05	HG	1	right	congruent	correct	0.567
HG05	HG	1	left	incongruent	incorrect	0.604
HG05	HG	1	right	incongruent	correct	0.749
HG05	HG	1	left	congruent	correct	0.505
HG05	HG	1	right	congruent	correct	0.541
HG05	HG	1	left	incongruent	correct	0.590
HG05	HG	1	right	incongruent	correct	0.979
HG05	HG	1	right	congruent	correct	0.565
HG05	HG	1	left	congruent	correct	0.521
HG05	HG	1	right	congruent	correct	0.851
HG05	HG	1	left	incongruent	correct	0.628
HG05	HG	1	left	congruent	correct	0.501
HG05	HG	1	right	incongruent	correct	0.687
HG05	HG	1	left	congruent	correct	0.820
HG05	HG	1	right	incongruent	correct	0.625
HG05	HG	1	left	incongruent	correct	0.662
HG05	HG	1	right	congruent	correct	0.620
HG05	HG	1	right	congruent	correct	0.546
HG05	HG	1	right	incongruent	correct	0.647
HG05	HG	1	left	congruent	correct	0.473
HG05	HG	1	left	incongruent	incorrect	0.669
HG05	HG	1	left	congruent	correct	0.787
HG05	HG	1	right	incongruent	correct	0.683
HG05	HG	1	left	incongruent	correct	0.556
HG05	HG	1	right	congruent	correct	0.605
HG05	HG	1	right	incongruent	correct	0.943
HG05	HG	1	left	congruent	correct	0.583
HG05	HG	1	right	congruent	correct	0.450
HG05	HG	1	left	incongruent	correct	0.634
HG05	HG	1	left	congruent	correct	0.452
HG05	HG	1	right	congruent	correct	0.512
HG05	HG	1	left	incongruent	correct	0.529
HG05	HG	1	right	incongruent	correct	0.657
HG05	HG	1	left	incongruent	correct	0.838
HG05	HG	1	left	congruent	correct	0.497
HG05	HG	1	right	incongruent	correct	0.729
HG05	HG	1	right	congruent	correct	0.544
HG05	HG	1	left	congruent	correct	0.492
HG05	HG	1	left	incongruent	correct	0.795
HG05	HG	1	right	incongruent	correct	0.682
HG05	HG	1	right	congruent	correct	0.617
HG21	HG	2	right	congruent	correct	0.406
HG21	HG	2	right	incongruent	correct	0.605
HG21	HG	2	left	congruent	correct	0.526
HG21	HG	2	left	incongruent	correct	0.640
HG21	HG	2	right	congruent	correct	0.447
HG21	HG	2	left	congruent	correct	0.346
HG21	HG	2	left	incongruent	incorrect	0.344
HG21	HG	2	right	incongruent	correct	0.747
HG21	HG	2	left	congruent	correct	0.518
HG21	HG	2	right	congruent	correct	0.494
HG21	HG	2	right	incongruent	correct	0.573
HG21	HG	2	left	incongruent	correct	0.630
HG21	HG	2	left	incongruent	correct	0.701
HG21	HG	2	left	congruent	correct	0.592
HG21	HG	2	right	congruent	correct	0.647
HG21	HG	2	right	incongruent	correct	0.620
HG21	HG	2	left	congruent	correct	0.524
HG21	HG	2	right	incongruent	correct	0.558
HG21	HG	2	left	incongruent	correct	0.639
HG21	HG	2	right	congruent	correct	0.553
HG21	HG	2	left	incongruent	correct	0.593
HG21	HG	2	right	congruent	correct	0.470
HG21	HG	2	left	congruent	correct	0.723
HG21	HG	2	right	incongruent	correct	0.652
HG21	HG	2	left	incongruent	correct	0.583
HG21	HG	2	right	congruent	correct	0.450
HG21	HG	2	left	congruent	correct	0.351
HG21	HG	2	right	incongruent	correct	0.490
HG21	HG	2	right	congruent	correct	0.437
HG21	HG	2	left	incongruent	correct	0.562
HG21	HG	2	right	incongruent	correct	0.475
HG21	HG	2	left	congruent	correct	0.563
HG21	HG	2	right	congruent	correct	0.432
HG21	HG	2	right	incongruent	correct	0.495
HG21	HG	2	left	incongruent	correct	0.592
HG21	HG	2	left	congruent	correct	0.537
HG21	HG	2	left	congruent	correct	0.561
HG21	HG	2	right	congruent	correct	0.508
HG21	HG	2	right	incongruent	correct	0.559
HG21	HG	2	left	incongruent	correct	0.631
HG21	HG	2	right	congruent	correct	0.423
HG21	HG	2	left	congruent	correct	0.465
HG21	HG	2	left	incongruent	correct	0.640
HG21	HG	2	right	incongruent	correct	0.579
HG21	HG	2	right	incongruent	correct	0.656
HG21	HG	2	right	congruent	correct	0.508
HG21	HG	2	left	congruent	correct	0.462
HG21	HG	2	left	incongruent	correct	0.584
HG21	HG	2	right	incongruent	correct	0.534
HG21	HG	2	left	incongruent	correct	0.562
HG21	HG	2	left	congruent	correct	0.494
HG21	HG	2	right	congruent	correct	0.447
HG21	HG	2	right	congruent	correct	0.458
HG21	HG	2	right	incongruent	correct	0.635
HG21	HG	2	left	congruent	correct	0.471
HG21	HG	2	left	incongruent	correct	0.882
HG21	HG	2	left	incongruent	correct	0.677
HG21	HG	2	left	congruent	correct	0.457
HG21	HG	2	right	incongruent	correct	0.580
HG21	HG	2	right	congruent	correct	0.423
HG21	HG	2	right	congruent	incorrect	0.301
HG21	HG	2	right	incongruent	correct	0.525
HG21	HG	2	left	congruent	correct	0.520
HG21	HG	2	left	incongruent	correct	0.665
HG21	HG	2	right	congruent	correct	0.501
HG21	HG	2	left	congruent	correct	0.513
HG21	HG	2	left	incongruent	correct	0.635
HG21	HG	2	right	incongruent	correct	0.532
HG21	HG	2	right	congruent	correct	0.459
HG21	HG	2	left	congruent	correct	0.520
HG21	HG	2	left	incongruent	correct	0.616
HG21	HG	2	right	incongruent	correct	0.773
HG21	HG	2	left	incongruent	correct	0.544
HG21	HG	2	left	congruent	correct	0.535
HG21	HG	2	right	congruent	correct	0.453
HG21	HG	2	right	incongruent	correct	0.576
HG21	HG	2	right	congruent	correct	0.449
HG21	HG	2	left	incongruent	correct	0.540
HG21	HG	2	right	incongruent	correct	0.537
HG21	HG	2	left	congruent	correct	0.421
HG21	HG	2	right	congruent	correct	0.514
HG21	HG	2	left	congruent	correct	0.545
HG21	HG	2	right	incongruent	correct	0.568
HG21	HG	2	left	incongruent	correct	0.622
HG21	HG	2	right	incongruent	correct	0.577
HG21	HG	2	right	congruent	correct	0.498
HG21	HG	2	left	incongruent	correct	0.666
HG21	HG	2	left	congruent	correct	0.572
HG21	HG	2	right	incongruent	correct	0.731
HG21	HG	2	left	incongruent	correct	0.652
HG21	HG	2	right	congruent	correct	0.689
HG21	HG	2	left	congruent	correct	0.469
HG21	HG	2	right	incongruent	correct	0.668
HG21	HG	2	left	incongruent	correct	0.672
HG21	HG	2	left	congruent	correct	0.641
HG21	HG	2	right	congruent	correct	0.679
HGK23	CON	2	right	congruent	correct	0.665
HGK23	CON	2	left	congruent	correct	0.481
HGK23	CON	2	left	incongruent	correct	1.059
HGK23	CON	2	right	incongruent	correct	1.678
HGK23	CON	2	right	congruent	correct	1.204
HGK23	CON	2	left	congruent	correct	0.739
HGK23	CON	2	left	incongruent	correct	0.870
HGK23	CON	2	right	incongruent	correct	0.758
HGK23	CON	2	right	congruent	correct	0.851
HGK23	CON	2	left	congruent	correct	0.659
HGK23	CON	2	left	incongruent	correct	0.881
HGK23	CON	2	right	incongruent	correct	0.676
HGK23	CON	2	left	incongruent	correct	0.962
HGK23	CON	2	left	congruent	correct	0.689
HGK23	CON	2	right	congruent	correct	0.649
HGK23	CON	2	right	incongruent	correct	0.691
HGK23	CON	2	right	congruent	correct	0.545
HGK23	CON	2	left	incongruent	correct	1.077
HGK23	CON	2	right	incongruent	correct	0.741
HGK23	CON	2	left	congruent	correct	0.972
HGK23	CON	2	right	incongruent	correct	0.695
HGK23	CON	2	left	incongruent	correct	0.999
HGK23	CON	2	right	congruent	correct	0.681
HGK23	CON	2	left	congruent	correct	0.674
HGK23	CON	2	left	incongruent	correct	0.789
HGK23	CON	2	right	incongruent	correct	0.681
HGK23	CON	2	right	congruent	correct	0.573
HGK23	CON	2	left	congruent	correct	0.598
HGK23	CON	2	left	incongruent	correct	0.726
HGK23	CON	2	right	congruent	correct	0.521
HGK23	CON	2	right	incongruent	correct	1.085
HGK23	CON	2	left	congruent	correct	0.598
HGK23	CON	2	left	congruent	correct	0.649
HGK23	CON	2	left	incongruent	correct	0.910
HGK23	CON	2	right	congruent	correct	0.618
HGK23	CON	2	right	incongruent	correct	0.727
HGK23	CON	2	left	incongruent	correct	1.103
HGK23	CON	2	right	incongruent	correct	1.124
HGK23	CON	2	right	congruent	correct	0.640
HGK23	CON	2	left	congruent	correct	0.584
HGK23	CON	2	left	incongruent	correct	0.816
HGK23	CON	2	left	congruent	correct	0.544
HGK23	CON	2	right	congruent	correct	0.706
HGK23	CON	2	right	incongruent	correct	0.715
HGK23	CON	2	left	incongruent	correct	0.668
HGK23	CON	2	left	congruent	correct	0.652
HGK23	CON	2	right	congruent	correct	0.617
HGK23	CON	2	right	incongruent	correct	1.366
HGK23	CON	2	left	incongruent	correct	0.822
HGK23	CON	2	right	congruent	correct	0.516
HGK23	CON	2	left	congruent	correct	0.526
HGK23	CON	2	right	incongruent	correct	0.664
HGK23	CON	2	left	incongruent	correct	0.756
HGK23	CON	2	right	congruent	correct	0.589
HGK23	CON	2	right	incongruent	correct	0.851
HGK23	CON	2	left	congruent	correct	0.592
HGK23	CON	2	right	congruent	correct	0.512
HGK23	CON	2	left	congruent	correct	0.510
HGK23	CON	2	left	incongruent	correct	0.844
HGK23	CON	2	right	incongruent	correct	1.012
HGK23	CON	2	left	incongruent	correct	0.806
HGK23	CON	2	right	congruent	correct	0.601
HGK23	CON	2	right	incongruent	correct	1.162
HGK23	CON	2	left	congruent	correct	0.574
HGK23	CON	2	left	congruent	correct	0.582
HGK23	CON	2	left	incongruent	correct	0.984
HGK23	CON	2	right	incongruent	correct	0.711
HGK23	CON	2	right	congruent	correct	0.643
HGK23	CON	2	right	congruent	correct	0.681
HGK23	CON	2	left	congruent	correct	0.674
HGK23	CON	2	left	incongruent	correct	0.722
HGK23	CON	2	right	incongruent	correct	1.071
HGK23	CON	2	right	congruent	correct	0.659
HGK23	CON	2	left	incongruent	correct	0.860
HGK23	CON	2	left	congruent	correct	0.830
HGK23	CON	2	right	incongruent	correct	0.761
HGK23	CON	2	left	congruent	correct	0.567
HGK23	CON	2	left	incongruent	correct	0.820
HGK23	CON	2	right	incongruent	correct	0.711
HGK23	CON	2	right	congruent	correct	0.593
HGK23	CON	2	right	congruent	correct	0.704
HGK23	CON	2	right	incongruent	correct	0.711
HGK23	CON	2	left	congruent	correct	0.563
HGK23	CON	2	left	incongruent	correct	0.799
HGK23	CON	2	left	congruent	correct	0.575
HGK23	CON	2	right	incongruent	correct	0.627
HGK23	CON	2	left	incongruent	correct	0.624
HGK23	CON	2	right	congruent	correct	0.596
HGK23	CON	2	left	incongruent	correct	0.715
HGK23	CON	2	left	congruent	correct	0.642
HGK23	CON	2	right	incongruent	correct	1.032
HGK23	CON	2	right	congruent	correct	0.594
HGK23	CON	2	left	incongruent	correct	1.055
HGK23	CON	2	right	congruent	correct	0.717
HGK23	CON	2	right	incongruent	correct	1.188
HGK23	CON	2	left	congruent	correct	0.903
HGK25	CON	1	left	congruent	correct	0.980
HGK25	CON	1	right	incongruent	correct	0.715
HGK25	CON	1	right	congruent	correct	0.653
HGK25	CON	1	left	incongruent	correct	0.664
HGK25	CON	1	left	incongruent	correct	0.701
HGK25	CON	1	right	incongruent	correct	0.697
HGK25	CON	1	left	congruent	correct	0.755
HGK25	CON	1	right	congruent	correct	0.444
HGK25	CON	1	right	congruent	correct	0.543
HGK25	CON	1	right	incongruent	correct	0.584
HGK25	CON	1	left	incongruent	correct	0.625
HGK25	CON	1	left	congruent	correct	0.539
HGK25	CON	1	left	incongruent	correct	0.612
HGK25	CON	1	right	incongruent	correct	0.561
HGK25	CON	1	right	congruent	correct	0.508
HGK25	CON	1	left	congruent	correct	0.558
HGK25	CON	1	right	congruent	correct	0.707
HGK25	CON	1	right	incongruent	correct	0.601
HGK25	CON	1	left	congruent	correct	0.481
HGK25	CON	1	left	incongruent	correct	0.763
HGK25	CON	1	right	incongruent	correct	0.687
HGK25	CON	1	right	congruent	correct	0.584
HGK25	CON	1	left	incongruent	correct	0.552
HGK25	CON	1	left	congruent	correct	0.573
HGK25	CON	1	right	congruent	correct	0.608
HGK25	CON	1	left	incongruent	correct	0.563
HGK25	CON	1	left	congruent	correct	0.593
HGK25	CON	1	right	incongruent	correct	0.558
HGK25	CON	1	right	incongruent	correct	0.696
HGK25	CON	1	left	incongruent	correct	0.923
HGK25	CON	1	right	congruent	correct	0.545
HGK25	CON	1	left	congruent	correct	0.576
HGK25	CON	1	right	incongruent	correct	0.577
HGK25	CON	1	left	congruent	correct	0.525
HGK25	CON	1	left	incongruent	correct	0.620
HGK25	CON	1	right	congruent	correct	0.525
HGK25	CON	1	right	incongruent	correct	0.647
HGK25	CON	1	right	congruent	correct	0.565
HGK25	CON	1	left	incongruent	correct	0.564
HGK25	CON	1	left	congruent	correct	0.608
HGK25	CON	1	right	incongruent	correct	0.573
HGK25	CON	1	left	incongruent	correct	0.476
HGK25	CON	1	right	congruent	correct	0.498
HGK25	CON	1	left	congruent	correct	0.506
HGK25	CON	1	left	congruent	correct	0.536
HGK25	CON	1	right	incongruent	correct	0.582
HGK25	CON	1	left	incongruent	correct	0.719
HGK25	CON	1	right	congruent	correct	0.573
HGK25	CON	1	left	congruent	correct	0.578
HGK25	CON	1	right	incongruent	correct	0.586
HGK25	CON	1	left	incongruent	correct	0.548
HGK25	CON	1	right	congruent	correct	0.667
HGK25	CON	1	right	incongruent	correct	0.643
HGK25	CON	1	left	congruent	correct	0.501
HGK25	CON	1	right	congruent	correct	0.561
HGK25	CON	1	left	incongruent	correct	0.539
HGK25	CON	1	right	congruent	correct	0.524
HGK25	CON	1	left	incongruent	correct	0.595
HGK25	CON	1	left	congruent	correct	0.555
HGK25	CON	1	right	incongruent	correct	0.722
HGK25	CON	1	left	incongruent	correct	0.809
HGK25	CON	1	right	congruent	correct	0.478
HGK25	CON	1	right	incongruent	incorrect	0.506
HGK25	CON	1	left	congruent	correct	0.639
HGK25	CON	1	left	congruent	correct	0.673
HGK25	CON	1	right	incongruent	correct	0.604
HGK25	CON	1	left	incongruent	correct	0.731
HGK25	CON	1	right	congruent	correct	0.652
HGK25	CON	1	right	incongruent	correct	0.632
HGK25	CON	1	right	congruent	correct	0.687
HGK25	CON	1	left	incongruent	correct	0.729
HGK25	CON	1	left	congruent	correct	0.609
HGK25	CON	1	left	congruent	correct	0.735
HGK25	CON	1	right	incongruent	correct	0.572
