"subject"	"group"	"part"	"sequence"	"weight"	"response"
20	2	2	"4"	9	5
20	2	2	"4"	10	5
20	2	2	"5"	6	5
20	2	2	"5"	7	4
20	2	2	"5"	8	5
20	2	2	"5"	9	6
20	2	2	"5"	10	7
20	2	2	"6"	6	5
20	2	2	"6"	7	4
20	2	2	"6"	8	5
20	2	2	"6"	9	4
20	2	2	"6"	10	6
20	2	2	"7"	6	6
20	2	2	"7"	7	5
20	2	2	"7"	8	5
20	2	2	"7"	9	6
20	2	2	"7"	10	6
20	2	2	"8"	6	5
20	2	2	"8"	7	5
20	2	2	"8"	8	7
20	2	2	"8"	9	6
20	2	2	"8"	10	8
20	2	2	"9"	6	6
20	2	2	"9"	7	3
20	2	2	"9"	8	6
20	2	2	"9"	9	6
20	2	2	"9"	10	4
20	2	2	"10"	6	6
20	2	2	"10"	7	4
20	2	2	"10"	8	6
20	2	2	"10"	9	5
20	2	2	"10"	10	6
21	1	1	"1"	1	2
21	1	1	"1"	2	6
21	1	1	"1"	3	6
21	1	1	"1"	4	4
21	1	1	"1"	5	7
21	1	1	"2"	1	3
21	1	1	"2"	2	3
21	1	1	"2"	3	6
21	1	1	"2"	4	6
21	1	1	"2"	5	7
21	1	1	"3"	1	2
21	1	1	"3"	2	3
21	1	1	"3"	3	7
21	1	1	"3"	4	7
21	1	1	"3"	5	8
21	1	1	"4"	1	6
21	1	1	"4"	2	2
21	1	1	"4"	3	4
21	1	1	"4"	4	8
21	1	1	"4"	5	7
21	1	1	"5"	1	3
21	1	1	"5"	2	3
21	1	1	"5"	3	6
21	1	1	"5"	4	7
21	1	1	"5"	5	7
21	1	1	"6"	1	2
21	1	1	"6"	2	4
21	1	1	"6"	3	2
21	1	1	"6"	4	8
21	1	1	"6"	5	7
21	1	1	"7"	1	2
21	1	1	"7"	2	2
21	1	1	"7"	3	6
21	1	1	"7"	4	8
21	1	1	"7"	5	8
21	1	1	"8"	1	2
21	1	1	"8"	2	3
21	1	1	"8"	3	3
21	1	1	"8"	4	7
21	1	1	"8"	5	8
21	1	1	"9"	1	1
21	1	1	"9"	2	3
21	1	1	"9"	3	4
21	1	1	"9"	4	8
21	1	1	"9"	5	7
21	1	1	"10"	1	1
21	1	1	"10"	2	6
21	1	1	"10"	3	6
21	1	1	"10"	4	4
21	1	1	"10"	5	2
21	1	2	"1"	6	6
21	1	2	"1"	7	8
21	1	2	"1"	8	8
21	1	2	"1"	9	7
21	1	2	"1"	10	9
21	1	2	"2"	6	5
21	1	2	"2"	7	6
21	1	2	"2"	8	7
21	1	2	"2"	9	6
21	1	2	"2"	10	8
21	1	2	"3"	6	6
21	1	2	"3"	7	8
21	1	2	"3"	8	7
21	1	2	"3"	9	8
21	1	2	"3"	10	8
21	1	2	"4"	6	6
21	1	2	"4"	7	4
21	1	2	"4"	8	7
21	1	2	"4"	9	8
21	1	2	"4"	10	8
21	1	2	"5"	6	5
21	1	2	"5"	7	5
21	1	2	"5"	8	7
21	1	2	"5"	9	6
21	1	2	"5"	10	7
21	1	2	"6"	6	6
21	1	2	"6"	7	7
21	1	2	"6"	8	5
21	1	2	"6"	9	6
21	1	2	"6"	10	8
21	1	2	"7"	6	6
21	1	2	"7"	7	6
21	1	2	"7"	8	8
21	1	2	"7"	9	8
21	1	2	"7"	10	7
21	1	2	"8"	6	5
21	1	2	"8"	7	4
21	1	2	"8"	8	8
21	1	2	"8"	9	6
21	1	2	"8"	10	7
21	1	2	"9"	6	7
21	1	2	"9"	7	7
21	1	2	"9"	8	8
21	1	2	"9"	9	8
21	1	2	"9"	10	9
21	1	2	"10"	6	4
21	1	2	"10"	7	5
21	1	2	"10"	8	6
21	1	2	"10"	9	6
21	1	2	"10"	10	7
22	2	1	"1"	11	9
22	2	1	"1"	12	6
22	2	1	"1"	13	6
22	2	1	"1"	14	7
22	2	1	"1"	15	7
22	2	1	"2"	11	4
22	2	1	"2"	12	6
22	2	1	"2"	13	7
22	2	1	"2"	14	8
22	2	1	"2"	15	7
22	2	1	"3"	11	5
22	2	1	"3"	12	6
22	2	1	"3"	13	5
22	2	1	"3"	14	7
22	2	1	"3"	15	6
22	2	1	"4"	11	5
22	2	1	"4"	12	7
22	2	1	"4"	13	8
22	2	1	"4"	14	8
22	2	1	"4"	15	7
22	2	1	"5"	11	5
22	2	1	"5"	12	7
22	2	1	"5"	13	7
22	2	1	"5"	14	6
22	2	1	"5"	15	8
22	2	1	"6"	11	6
22	2	1	"6"	12	7
22	2	1	"6"	13	8
22	2	1	"6"	14	8
22	2	1	"6"	15	8
22	2	1	"7"	11	5
22	2	1	"7"	12	7
22	2	1	"7"	13	6
22	2	1	"7"	14	6
22	2	1	"7"	15	7
22	2	1	"8"	11	8
22	2	1	"8"	12	6
22	2	1	"8"	13	7
22	2	1	"8"	14	7
22	2	1	"8"	15	8
22	2	1	"9"	11	8
22	2	1	"9"	12	6
22	2	1	"9"	13	6
22	2	1	"9"	14	7
22	2	1	"9"	15	8
22	2	1	"10"	11	6
22	2	1	"10"	12	6
22	2	1	"10"	13	6
22	2	1	"10"	14	7
22	2	1	"10"	15	8
22	2	2	"1"	6	6
22	2	2	"1"	7	6
22	2	2	"1"	8	7
22	2	2	"1"	9	5
22	2	2	"1"	10	7
22	2	2	"2"	6	6
22	2	2	"2"	7	7
22	2	2	"2"	8	7
22	2	2	"2"	9	8
22	2	2	"2"	10	9
22	2	2	"3"	6	6
22	2	2	"3"	7	8
22	2	2	"3"	8	7
22	2	2	"3"	9	7
22	2	2	"3"	10	8
22	2	2	"4"	6	7
22	2	2	"4"	7	6
22	2	2	"4"	8	7
22	2	2	"4"	9	8
22	2	2	"4"	10	7
22	2	2	"5"	6	7
22	2	2	"5"	7	7
22	2	2	"5"	8	7
22	2	2	"5"	9	6
22	2	2	"5"	10	8
22	2	2	"6"	6	7
22	2	2	"6"	7	7
22	2	2	"6"	8	7
22	2	2	"6"	9	8
22	2	2	"6"	10	9
22	2	2	"7"	6	8
22	2	2	"7"	7	9
22	2	2	"7"	8	7
22	2	2	"7"	9	7
22	2	2	"7"	10	8
22	2	2	"8"	6	6
22	2	2	"8"	7	5
22	2	2	"8"	8	7
22	2	2	"8"	9	8
22	2	2	"8"	10	8
22	2	2	"9"	6	6
22	2	2	"9"	7	7
22	2	2	"9"	8	7
22	2	2	"9"	9	7
22	2	2	"9"	10	7
22	2	2	"10"	6	8
22	2	2	"10"	7	7
22	2	2	"10"	8	7
22	2	2	"10"	9	8
22	2	2	"10"	10	6
23	1	1	"1"	1	6
23	1	1	"1"	2	4
23	1	1	"1"	3	6
23	1	1	"1"	4	5
23	1	1	"1"	5	2
23	1	1	"2"	1	5
23	1	1	"2"	2	7
23	1	1	"2"	3	7
23	1	1	"2"	4	5
23	1	1	"2"	5	8
23	1	1	"3"	1	7
23	1	1	"3"	2	9
23	1	1	"3"	3	5
23	1	1	"3"	4	4
23	1	1	"3"	5	2
23	1	1	"4"	1	6
23	1	1	"4"	2	5
23	1	1	"4"	3	5
23	1	1	"4"	4	7
23	1	1	"4"	5	8
23	1	1	"5"	1	7
23	1	1	"5"	2	8
23	1	1	"5"	3	5
23	1	1	"5"	4	6
23	1	1	"5"	5	4
23	1	1	"6"	1	6
23	1	1	"6"	2	6
23	1	1	"6"	3	5
23	1	1	"6"	4	4
23	1	1	"6"	5	4
23	1	1	"7"	1	5
23	1	1	"7"	2	3
23	1	1	"7"	3	6
23	1	1	"7"	4	7
23	1	1	"7"	5	8
23	1	1	"8"	1	5
23	1	1	"8"	2	7
23	1	1	"8"	3	7
23	1	1	"8"	4	6
23	1	1	"8"	5	6
23	1	1	"9"	1	7
23	1	1	"9"	2	3
23	1	1	"9"	3	8
23	1	1	"9"	4	3
23	1	1	"9"	5	3
23	1	1	"10"	1	6
23	1	1	"10"	2	2
23	1	1	"10"	3	6
23	1	1	"10"	4	7
23	1	1	"10"	5	5
23	1	2	"1"	6	9
23	1	2	"1"	7	8
23	1	2	"1"	8	7
23	1	2	"1"	9	6
23	1	2	"1"	10	6
23	1	2	"2"	6	7
23	1	2	"2"	7	7
23	1	2	"2"	8	8
23	1	2	"2"	9	7
23	1	2	"2"	10	7
23	1	2	"3"	6	8
23	1	2	"3"	7	8
23	1	2	"3"	8	9
23	1	2	"3"	9	7
23	1	2	"3"	10	7
23	1	2	"4"	6	8
23	1	2	"4"	7	9
23	1	2	"4"	8	8
23	1	2	"4"	9	9
23	1	2	"4"	10	9
23	1	2	"5"	6	7
23	1	2	"5"	7	7
23	1	2	"5"	8	8
23	1	2	"5"	9	8
23	1	2	"5"	10	8
23	1	2	"6"	6	7
23	1	2	"6"	7	9
23	1	2	"6"	8	9
23	1	2	"6"	9	7
23	1	2	"6"	10	7
23	1	2	"7"	6	7
23	1	2	"7"	7	6
23	1	2	"7"	8	5
23	1	2	"7"	9	6
23	1	2	"7"	10	6
23	1	2	"8"	6	6
23	1	2	"8"	7	5
23	1	2	"8"	8	8
23	1	2	"8"	9	8
23	1	2	"8"	10	7
23	1	2	"9"	6	7
23	1	2	"9"	7	8
23	1	2	"9"	8	6
23	1	2	"9"	9	7
23	1	2	"9"	10	6
23	1	2	"10"	6	5
23	1	2	"10"	7	7
23	1	2	"10"	8	8
23	1	2	"10"	9	8
23	1	2	"10"	10	7
24	1	1	"1"	1	5
24	1	1	"1"	2	6
24	1	1	"1"	3	3
24	1	1	"1"	4	8
24	1	1	"1"	5	7
24	1	1	"2"	1	3
24	1	1	"2"	2	6
24	1	1	"2"	3	8
24	1	1	"2"	4	8
24	1	1	"2"	5	7
24	1	1	"3"	1	7
24	1	1	"3"	2	6
24	1	1	"3"	3	7
24	1	1	"3"	4	7
24	1	1	"3"	5	8
24	1	1	"4"	1	3
24	1	1	"4"	2	2
24	1	1	"4"	3	5
24	1	1	"4"	4	7
24	1	1	"4"	5	8
24	1	1	"5"	1	2
24	1	1	"5"	2	3
24	1	1	"5"	3	3
24	1	1	"5"	4	6
24	1	1	"5"	5	5
24	1	1	"6"	1	3
24	1	1	"6"	2	2
24	1	1	"6"	3	6
24	1	1	"6"	4	3
24	1	1	"6"	5	6
24	1	1	"7"	1	5
24	1	1	"7"	2	6
24	1	1	"7"	3	5
24	1	1	"7"	4	7
24	1	1	"7"	5	7
24	1	1	"8"	1	3
24	1	1	"8"	2	5
24	1	1	"8"	3	6
24	1	1	"8"	4	7
24	1	1	"8"	5	7
24	1	1	"9"	1	2
24	1	1	"9"	2	3
24	1	1	"9"	3	5
24	1	1	"9"	4	5
24	1	1	"9"	5	6
24	1	1	"10"	1	3
24	1	1	"10"	2	5
24	1	1	"10"	3	6
24	1	1	"10"	4	7
24	1	1	"10"	5	7
24	1	2	"1"	6	8
24	1	2	"1"	7	9
24	1	2	"1"	8	9
24	1	2	"1"	9	8
24	1	2	"1"	10	9
24	1	2	"2"	6	9
24	1	2	"2"	7	8
24	1	2	"2"	8	8
24	1	2	"2"	9	9
24	1	2	"2"	10	9
24	1	2	"3"	6	9
24	1	2	"3"	7	8
24	1	2	"3"	8	8
24	1	2	"3"	9	9
24	1	2	"3"	10	8
24	1	2	"4"	6	9
24	1	2	"4"	7	8
24	1	2	"4"	8	9
24	1	2	"4"	9	7
24	1	2	"4"	10	8
24	1	2	"5"	6	9
24	1	2	"5"	7	8
24	1	2	"5"	8	8
24	1	2	"5"	9	7
24	1	2	"5"	10	9
24	1	2	"6"	6	7
24	1	2	"6"	7	8
24	1	2	"6"	8	8
24	1	2	"6"	9	9
24	1	2	"6"	10	9
24	1	2	"7"	6	8
24	1	2	"7"	7	8
24	1	2	"7"	8	9
24	1	2	"7"	9	8
24	1	2	"7"	10	9
24	1	2	"8"	6	8
24	1	2	"8"	7	8
24	1	2	"8"	8	7
24	1	2	"8"	9	7
24	1	2	"8"	10	9
24	1	2	"9"	6	8
24	1	2	"9"	7	6
24	1	2	"9"	8	7
24	1	2	"9"	9	7
24	1	2	"9"	10	8
24	1	2	"10"	6	6
24	1	2	"10"	7	7
24	1	2	"10"	8	8
24	1	2	"10"	9	8
24	1	2	"10"	10	9
25	1	1	"1"	1	4
25	1	1	"1"	2	3
25	1	1	"1"	3	6
25	1	1	"1"	4	2
25	1	1	"1"	5	7
25	1	1	"2"	1	3
25	1	1	"2"	2	5
25	1	1	"2"	3	6
25	1	1	"2"	4	7
25	1	1	"2"	5	7
25	1	1	"3"	1	3
25	1	1	"3"	2	6
25	1	1	"3"	3	6
25	1	1	"3"	4	7
25	1	1	"3"	5	8
25	1	1	"4"	1	4
25	1	1	"4"	2	6
25	1	1	"4"	3	6
25	1	1	"4"	4	7
25	1	1	"4"	5	8
25	1	1	"5"	1	7
25	1	1	"5"	2	6
25	1	1	"5"	3	7
25	1	1	"5"	4	8
25	1	1	"5"	5	9
25	1	1	"6"	1	5
25	1	1	"6"	2	6
25	1	1	"6"	3	7
25	1	1	"6"	4	8
25	1	1	"6"	5	9
25	1	1	"7"	1	3
25	1	1	"7"	2	6
25	1	1	"7"	3	7
25	1	1	"7"	4	6
25	1	1	"7"	5	8
25	1	1	"8"	1	5
25	1	1	"8"	2	5
25	1	1	"8"	3	7
25	1	1	"8"	4	8
25	1	1	"8"	5	8
25	1	1	"9"	1	5
25	1	1	"9"	2	5
25	1	1	"9"	3	7
25	1	1	"9"	4	7
25	1	1	"9"	5	9
25	1	1	"10"	1	2
25	1	1	"10"	2	6
25	1	1	"10"	3	6
25	1	1	"10"	4	7
25	1	1	"10"	5	8
25	1	2	"1"	6	8
25	1	2	"1"	7	8
25	1	2	"1"	8	9
25	1	2	"1"	9	9
25	1	2	"1"	10	9
25	1	2	"2"	6	8
25	1	2	"2"	7	8
25	1	2	"2"	8	9
25	1	2	"2"	9	9
25	1	2	"2"	10	9
25	1	2	"3"	6	7
25	1	2	"3"	7	7
25	1	2	"3"	8	8
25	1	2	"3"	9	9
25	1	2	"3"	10	8
25	1	2	"4"	6	6
25	1	2	"4"	7	7
25	1	2	"4"	8	6
25	1	2	"4"	9	8
25	1	2	"4"	10	9
25	1	2	"5"	6	8
25	1	2	"5"	7	6
25	1	2	"5"	8	7
25	1	2	"5"	9	8
25	1	2	"5"	10	8
25	1	2	"6"	6	6
25	1	2	"6"	7	6
25	1	2	"6"	8	7
25	1	2	"6"	9	7
25	1	2	"6"	10	8
25	1	2	"7"	6	8
25	1	2	"7"	7	7
25	1	2	"7"	8	9
25	1	2	"7"	9	9
25	1	2	"7"	10	8
25	1	2	"8"	6	6
25	1	2	"8"	7	7
25	1	2	"8"	8	7
25	1	2	"8"	9	7
25	1	2	"8"	10	8
25	1	2	"9"	6	6
25	1	2	"9"	7	5
25	1	2	"9"	8	6
25	1	2	"9"	9	6
25	1	2	"9"	10	7
25	1	2	"10"	6	5
25	1	2	"10"	7	6
25	1	2	"10"	8	6
25	1	2	"10"	9	6
25	1	2	"10"	10	8
26	1	1	"1"	1	1
26	1	1	"1"	2	1
26	1	1	"1"	3	5
26	1	1	"1"	4	5
26	1	1	"1"	5	3
26	1	1	"2"	1	3
26	1	1	"2"	2	5
26	1	1	"2"	3	5
26	1	1	"2"	4	6
26	1	1	"2"	5	6
26	1	1	"3"	1	4
26	1	1	"3"	2	5
26	1	1	"3"	3	5
26	1	1	"3"	4	6
26	1	1	"3"	5	7
26	1	1	"4"	1	4
26	1	1	"4"	2	5
26	1	1	"4"	3	5
26	1	1	"4"	4	6
26	1	1	"4"	5	7
26	1	1	"5"	1	5
26	1	1	"5"	2	5
26	1	1	"5"	3	7
26	1	1	"5"	4	6
26	1	1	"5"	5	8
26	1	1	"6"	1	3
26	1	1	"6"	2	5
26	1	1	"6"	3	4
26	1	1	"6"	4	5
26	1	1	"6"	5	7
26	1	1	"7"	1	5
26	1	1	"7"	2	5
26	1	1	"7"	3	6
26	1	1	"7"	4	5
26	1	1	"7"	5	7
26	1	1	"8"	1	5
26	1	1	"8"	2	5
26	1	1	"8"	3	6
26	1	1	"8"	4	6
26	1	1	"8"	5	7
26	1	1	"9"	1	4
26	1	1	"9"	2	3
26	1	1	"9"	3	7
26	1	1	"9"	4	7
26	1	1	"9"	5	7
26	1	1	"10"	1	4
26	1	1	"10"	2	6
26	1	1	"10"	3	6
26	1	1	"10"	4	6
26	1	1	"10"	5	6
26	1	2	"1"	6	8
26	1	2	"1"	7	8
26	1	2	"1"	8	9
26	1	2	"1"	9	9
26	1	2	"1"	10	9
26	1	2	"2"	6	7
26	1	2	"2"	7	8
26	1	2	"2"	8	9
26	1	2	"2"	9	9
26	1	2	"2"	10	8
26	1	2	"3"	6	6
26	1	2	"3"	7	5
26	1	2	"3"	8	8
26	1	2	"3"	9	7
26	1	2	"3"	10	8
26	1	2	"4"	6	7
26	1	2	"4"	7	7
26	1	2	"4"	8	7
26	1	2	"4"	9	6
26	1	2	"4"	10	7
26	1	2	"5"	6	6
26	1	2	"5"	7	8
26	1	2	"5"	8	9
26	1	2	"5"	9	8
26	1	2	"5"	10	9
26	1	2	"6"	6	7
26	1	2	"6"	7	7
26	1	2	"6"	8	8
26	1	2	"6"	9	7
26	1	2	"6"	10	8
26	1	2	"7"	6	6
26	1	2	"7"	7	5
26	1	2	"7"	8	8
26	1	2	"7"	9	7
26	1	2	"7"	10	8
26	1	2	"8"	6	5
26	1	2	"8"	7	5
26	1	2	"8"	8	8
26	1	2	"8"	9	7
26	1	2	"8"	10	7
26	1	2	"9"	6	6
26	1	2	"9"	7	6
26	1	2	"9"	8	7
26	1	2	"9"	9	7
26	1	2	"9"	10	8
26	1	2	"10"	6	6
26	1	2	"10"	7	8
26	1	2	"10"	8	7
26	1	2	"10"	9	7
26	1	2	"10"	10	7
27	1	1	"1"	1	5
27	1	1	"1"	2	4
27	1	1	"1"	3	7
27	1	1	"1"	4	8
27	1	1	"1"	5	9
27	1	1	"2"	1	3
27	1	1	"2"	2	6
27	1	1	"2"	3	5
27	1	1	"2"	4	5
27	1	1	"2"	5	6
27	1	1	"3"	1	3
27	1	1	"3"	2	4
27	1	1	"3"	3	5
27	1	1	"3"	4	6
27	1	1	"3"	5	6
27	1	1	"4"	1	5
27	1	1	"4"	2	5
27	1	1	"4"	3	3
27	1	1	"4"	4	6
27	1	1	"4"	5	5
27	1	1	"5"	1	5
27	1	1	"5"	2	5
27	1	1	"5"	3	5
27	1	1	"5"	4	7
27	1	1	"5"	5	8
27	1	1	"6"	1	3
27	1	1	"6"	2	6
27	1	1	"6"	3	6
27	1	1	"6"	4	5
27	1	1	"6"	5	5
27	1	1	"7"	1	3
27	1	1	"7"	2	5
27	1	1	"7"	3	6
27	1	1	"7"	4	5
27	1	1	"7"	5	6
27	1	1	"8"	1	3
27	1	1	"8"	2	5
27	1	1	"8"	3	6
27	1	1	"8"	4	6
27	1	1	"8"	5	7
27	1	1	"9"	1	2
27	1	1	"9"	2	3
27	1	1	"9"	3	6
27	1	1	"9"	4	5
27	1	1	"9"	5	6
27	1	1	"10"	1	5
27	1	1	"10"	2	3
27	1	1	"10"	3	6
27	1	1	"10"	4	5
27	1	1	"10"	5	7
27	1	2	"1"	6	7
27	1	2	"1"	7	8
27	1	2	"1"	8	8
27	1	2	"1"	9	8
27	1	2	"1"	10	7
27	1	2	"2"	6	6
27	1	2	"2"	7	6
27	1	2	"2"	8	7
27	1	2	"2"	9	7
27	1	2	"2"	10	7
27	1	2	"3"	6	5
27	1	2	"3"	7	6
27	1	2	"3"	8	6
27	1	2	"3"	9	7
27	1	2	"3"	10	5
27	1	2	"4"	6	6
27	1	2	"4"	7	6
27	1	2	"4"	8	7
27	1	2	"4"	9	7
27	1	2	"4"	10	7
27	1	2	"5"	6	5
27	1	2	"5"	7	6
27	1	2	"5"	8	7
27	1	2	"5"	9	7
27	1	2	"5"	10	8
27	1	2	"6"	6	6
27	1	2	"6"	7	6
27	1	2	"6"	8	8
27	1	2	"6"	9	6
27	1	2	"6"	10	7
27	1	2	"7"	6	5
27	1	2	"7"	7	5
27	1	2	"7"	8	6
27	1	2	"7"	9	6
27	1	2	"7"	10	8
27	1	2	"8"	6	6
27	1	2	"8"	7	7
27	1	2	"8"	8	8
27	1	2	"8"	9	7
27	1	2	"8"	10	7
27	1	2	"9"	6	5
27	1	2	"9"	7	8
27	1	2	"9"	8	7
27	1	2	"9"	9	8
27	1	2	"9"	10	7
27	1	2	"10"	6	6
27	1	2	"10"	7	5
27	1	2	"10"	8	7
27	1	2	"10"	9	8
27	1	2	"10"	10	8
28	1	1	"1"	1	1
28	1	1	"1"	2	3
28	1	1	"1"	3	3
28	1	1	"1"	4	5
28	1	1	"1"	5	5
28	1	1	"2"	1	1
28	1	1	"2"	2	5
28	1	1	"2"	3	7
28	1	1	"2"	4	5
28	1	1	"2"	5	7
28	1	1	"3"	1	5
28	1	1	"3"	2	7
28	1	1	"3"	3	7
28	1	1	"3"	4	8
28	1	1	"3"	5	9
28	1	1	"4"	1	3
28	1	1	"4"	2	5
28	1	1	"4"	3	8
28	1	1	"4"	4	8
28	1	1	"4"	5	8
28	1	1	"5"	1	5
28	1	1	"5"	2	6
28	1	1	"5"	3	7
28	1	1	"5"	4	7
28	1	1	"5"	5	8
28	1	1	"6"	1	5
28	1	1	"6"	2	6
28	1	1	"6"	3	7
28	1	1	"6"	4	8
28	1	1	"6"	5	8
28	1	1	"7"	1	4
28	1	1	"7"	2	6
28	1	1	"7"	3	7
28	1	1	"7"	4	4
28	1	1	"7"	5	8
28	1	1	"8"	1	3
28	1	1	"8"	2	6
28	1	1	"8"	3	7
28	1	1	"8"	4	8
28	1	1	"8"	5	8
28	1	1	"9"	1	4
28	1	1	"9"	2	7
28	1	1	"9"	3	7
28	1	1	"9"	4	8
28	1	1	"9"	5	7
28	1	1	"10"	1	5
28	1	1	"10"	2	6
28	1	1	"10"	3	7
28	1	1	"10"	4	8
28	1	1	"10"	5	9
28	1	2	"1"	6	8
28	1	2	"1"	7	7
28	1	2	"1"	8	8
28	1	2	"1"	9	9
28	1	2	"1"	10	9
28	1	2	"2"	6	7
28	1	2	"2"	7	7
28	1	2	"2"	8	8
28	1	2	"2"	9	8
28	1	2	"2"	10	9
28	1	2	"3"	6	8
28	1	2	"3"	7	7
28	1	2	"3"	8	9
28	1	2	"3"	9	8
28	1	2	"3"	10	9
28	1	2	"4"	6	6
28	1	2	"4"	7	7
28	1	2	"4"	8	7
28	1	2	"4"	9	8
28	1	2	"4"	10	9
28	1	2	"5"	6	8
28	1	2	"5"	7	6
28	1	2	"5"	8	7
28	1	2	"5"	9	9
28	1	2	"5"	10	9
28	1	2	"6"	6	7
28	1	2	"6"	7	5
28	1	2	"6"	8	8
28	1	2	"6"	9	9
28	1	2	"6"	10	9
28	1	2	"7"	6	8
28	1	2	"7"	7	8
28	1	2	"7"	8	8
28	1	2	"7"	9	7
28	1	2	"7"	10	8
28	1	2	"8"	6	8
28	1	2	"8"	7	8
28	1	2	"8"	8	9
28	1	2	"8"	9	8
28	1	2	"8"	10	9
28	1	2	"9"	6	8
28	1	2	"9"	7	8
28	1	2	"9"	8	9
28	1	2	"9"	9	8
28	1	2	"9"	10	9
28	1	2	"10"	6	7
28	1	2	"10"	7	7
28	1	2	"10"	8	8
28	1	2	"10"	9	8
28	1	2	"10"	10	8
29	2	1	"1"	11	9
29	2	1	"1"	12	7
29	2	1	"1"	13	8
29	2	1	"1"	14	9
29	2	1	"1"	15	8
29	2	1	"2"	11	7
29	2	1	"2"	12	9
29	2	1	"2"	13	9
29	2	1	"2"	14	7
29	2	1	"2"	15	9
29	2	1	"3"	11	6
29	2	1	"3"	12	8
29	2	1	"3"	13	9
29	2	1	"3"	14	8
29	2	1	"3"	15	8
29	2	1	"4"	11	7
29	2	1	"4"	12	8
29	2	1	"4"	13	9
29	2	1	"4"	14	8
29	2	1	"4"	15	9
29	2	1	"5"	11	8
29	2	1	"5"	12	9
29	2	1	"5"	13	9
29	2	1	"5"	14	9
29	2	1	"5"	15	9
29	2	1	"6"	11	8
29	2	1	"6"	12	9
29	2	1	"6"	13	8
29	2	1	"6"	14	9
29	2	1	"6"	15	9
29	2	1	"7"	11	8
29	2	1	"7"	12	9
29	2	1	"7"	13	9
29	2	1	"7"	14	9
29	2	1	"7"	15	9
29	2	1	"8"	11	8
29	2	1	"8"	12	9
29	2	1	"8"	13	9
29	2	1	"8"	14	9
29	2	1	"8"	15	9
29	2	1	"9"	11	8
29	2	1	"9"	12	8
29	2	1	"9"	13	8
29	2	1	"9"	14	9
29	2	1	"9"	15	9
29	2	1	"10"	11	7
29	2	1	"10"	12	8
29	2	1	"10"	13	9
29	2	1	"10"	14	9
29	2	1	"10"	15	9
29	2	2	"1"	6	7
29	2	2	"1"	7	6
29	2	2	"1"	8	9
29	2	2	"1"	9	7
29	2	2	"1"	10	9
29	2	2	"2"	6	7
29	2	2	"2"	7	7
29	2	2	"2"	8	8
29	2	2	"2"	9	8
29	2	2	"2"	10	8
29	2	2	"3"	6	8
29	2	2	"3"	7	8
29	2	2	"3"	8	9
29	2	2	"3"	9	9
29	2	2	"3"	10	7
29	2	2	"4"	6	8
29	2	2	"4"	7	8
29	2	2	"4"	8	9
29	2	2	"4"	9	9
29	2	2	"4"	10	9
29	2	2	"5"	6	3
29	2	2	"5"	7	8
29	2	2	"5"	8	9
29	2	2	"5"	9	7
29	2	2	"5"	10	9
29	2	2	"6"	6	8
29	2	2	"6"	7	8
29	2	2	"6"	8	9
29	2	2	"6"	9	9
29	2	2	"6"	10	9
29	2	2	"7"	6	8
29	2	2	"7"	7	9
29	2	2	"7"	8	8
29	2	2	"7"	9	9
29	2	2	"7"	10	9
29	2	2	"8"	6	7
29	2	2	"8"	7	8
29	2	2	"8"	8	8
29	2	2	"8"	9	8
29	2	2	"8"	10	9
29	2	2	"9"	6	6
29	2	2	"9"	7	7
29	2	2	"9"	8	8
29	2	2	"9"	9	7
29	2	2	"9"	10	7
29	2	2	"10"	6	8
29	2	2	"10"	7	8
29	2	2	"10"	8	9
29	2	2	"10"	9	9
29	2	2	"10"	10	9
